import time: self [us] | cumulative | imported package
import time:      2966 |       2966 |                                         pandas._libs.algos
import time:      3012 |      79052 |                                       pandas._libs.interval
import time:      1029 |      81527 |                                     pandas._libs
import time:       602 |        602 |                                       pandas.core.dtypes
import time:      3641 |       3641 |                                       pandas._libs.lib
import time:      2236 |       2236 |                                       pandas.errors
import time:      1859 |       1859 |                                         pandas.core.dtypes.generic
import time:      1212 |       3071 |                                       pandas.core.dtypes.base
import time:       725 |        725 |                                       pandas.core.dtypes.inference
import time:      5214 |      15485 |                                     pandas.core.dtypes.dtypes
import time:      1280 |       1280 |                                       pandas.core.dtypes.common
import time:      1500 |       2780 |                                     pandas.core.dtypes.missing
import time:      1041 |       1041 |                                       pandas.util._decorators
import time:       567 |        567 |                                           pandas.io
import time:      1247 |       1814 |                                         pandas.io._util
import time:      3662 |       5476 |                                       pandas.core.dtypes.cast
import time:       672 |        672 |                                         pandas.core.dtypes.astype
import time:      1187 |       1858 |                                       pandas.core.dtypes.concat
import time:       405 |        405 |                                         pandas.core.array_algos
import time:      3197 |       3197 |                                           pandas.core.common
import time:      4096 |       7293 |                                         pandas.core.construction
import time:      1428 |       9125 |                                       pandas.core.array_algos.take
import time:       644 |        644 |                                         pandas.core.indexers.utils
import time:       670 |       1313 |                                       pandas.core.indexers
import time:      2886 |      21698 |                                     pandas.core.algorithms
import time:     14154 |      14154 |                                             pyarrow._compute
import time:       552 |        552 |                                             pyarrow._compute_docstrings
import time:       339 |        339 |                                             pyarrow.vendored
import time:      2968 |       2968 |                                             pyarrow.vendored.docscrape
import time:     74786 |      92796 |                                           pyarrow.compute
import time:      1229 |      94024 |                                         pandas.core.arrays.arrow.accessors
import time:       677 |        677 |                                           pandas.util._validators
import time:      1219 |       1219 |                                           pandas.core.missing
import time:      1208 |       1208 |                                               pandas._libs.ops
import time:       350 |        350 |                                               pandas.core.roperator
import time:       735 |        735 |                                               pandas.core.computation
import time:       859 |        859 |                                                 pandas.core.computation.check
import time:      1121 |       1980 |                                               pandas.core.computation.expressions
import time:       611 |        611 |                                               pandas.core.ops.missing
import time:       390 |        390 |                                               pandas.core.ops.dispatch
import time:       499 |        499 |                                               pandas.core.ops.invalid
import time:      2121 |       7891 |                                             pandas.core.ops.array_ops
import time:       692 |        692 |                                             pandas.core.ops.common
import time:      1023 |       1023 |                                             pandas.core.ops.docstrings
import time:       741 |        741 |                                             pandas.core.ops.mask_ops
import time:      1090 |      11435 |                                           pandas.core.ops
import time:      1033 |       1033 |                                           pandas.core.arraylike
import time:      1511 |       1511 |                                           pandas.core.arrays._arrow_string_mixins
import time:       636 |        636 |                                           pandas.core.arrays._utils
import time:      1001 |       1001 |                                             pandas.compat.numpy.function
import time:       463 |        463 |                                             pandas.core.array_algos.quantile
import time:       846 |        846 |                                             pandas.core.sorting
import time:      3059 |       5367 |                                           pandas.core.arrays.base
import time:      2544 |       2544 |                                             pandas.core.nanops
import time:       394 |        394 |                                             pandas.core.array_algos.masked_accumulations
import time:       662 |        662 |                                             pandas.core.array_algos.masked_reductions
import time:       719 |        719 |                                               pandas.core.util
import time:      1448 |       1448 |                                               pandas._libs.hashing
import time:       946 |       3112 |                                             pandas.core.util.hashing
import time:      4130 |      10840 |                                           pandas.core.arrays.masked
import time:      1788 |       1788 |                                             pandas._libs.arrays
import time:       974 |        974 |                                               pandas.core.arrays.numeric
import time:      1405 |       2379 |                                             pandas.core.arrays.floating
import time:      1125 |       1125 |                                             pandas.core.arrays.integer
import time:       558 |        558 |                                                 pandas.core.array_algos.transforms
import time:      3355 |       3912 |                                               pandas.core.arrays._mixins
import time:      4067 |       4067 |                                                 pandas.core.strings
import time:      2400 |       2400 |                                                 pandas.core.strings.base
import time:      5095 |      11560 |                                               pandas.core.strings.object_array
import time:      4605 |      20077 |                                             pandas.core.arrays.numpy_
import time:       828 |        828 |                                             pandas.io.formats
import time:       497 |        497 |                                               pandas.io.formats.console
import time:      2203 |       2699 |                                             pandas.io.formats.printing
import time:      4677 |      33570 |                                           pandas.core.arrays.string_
import time:       567 |        567 |                                             pandas.tseries
import time:      2644 |       3211 |                                           pandas.tseries.frequencies
import time:     10899 |      80393 |                                         pandas.core.arrays.arrow.array
import time:      1080 |     175496 |                                       pandas.core.arrays.arrow
import time:      2155 |       2155 |                                       pandas.core.arrays.boolean
import time:      2335 |       2335 |                                         pandas.core.accessor
import time:      5543 |       5543 |                                         pandas.core.base
import time:      5497 |      13374 |                                       pandas.core.arrays.categorical
import time:      2512 |       2512 |                                         pandas._libs.tslib
import time:       760 |        760 |                                           pandas.core.array_algos.datetimelike_accumulations
import time:      6067 |       6827 |                                         pandas.core.arrays.datetimelike
import time:       582 |        582 |                                         pandas.core.arrays._ranges
import time:       422 |        422 |                                         pandas.tseries.offsets
import time:      4478 |      14820 |                                       pandas.core.arrays.datetimes
import time:      2465 |       2465 |                                         pandas.core.arrays.timedeltas
import time:      4900 |       7364 |                                       pandas.core.arrays.interval
import time:      3039 |       3039 |                                       pandas.core.arrays.period
import time:      2409 |       2409 |                                             pandas._libs.sparse
import time:      3213 |       5622 |                                           pandas.core.arrays.sparse.array
import time:      1205 |       6826 |                                         pandas.core.arrays.sparse.accessor
import time:       800 |       7626 |                                       pandas.core.arrays.sparse
import time:      1784 |       1784 |                                       pandas.core.arrays.string_arrow
import time:      1626 |     227280 |                                     pandas.core.arrays
import time:       601 |        601 |                                     pandas.core.flags
import time:      1899 |       1899 |                                           pandas._libs.internals
import time:       398 |        398 |                                             pandas.core._numba
import time:       836 |       1234 |                                           pandas.core._numba.executor
import time:      2897 |       6028 |                                         pandas.core.apply
import time:       837 |        837 |                                               pandas._libs.indexing
import time:       371 |        371 |                                                 pandas.core.indexes
import time:      3856 |       3856 |                                                   pandas._libs.index
import time:      1591 |       1591 |                                                   pandas._libs.writers
import time:      2432 |       2432 |                                                   pandas._libs.join
import time:       836 |        836 |                                                   pandas.core.array_algos.putmask
import time:       483 |        483 |                                                   pandas.core.indexes.frozen
import time:      9830 |       9830 |                                                   pandas.core.strings.accessor
import time:      8878 |      27904 |                                                 pandas.core.indexes.base
import time:       729 |        729 |                                                   pandas.core.indexes.extension
import time:      1745 |       2473 |                                                 pandas.core.indexes.category
import time:      2021 |       2021 |                                                     pandas.core.indexes.range
import time:       537 |        537 |                                                       pandas.core.tools
import time:      1024 |       1561 |                                                     pandas.core.tools.timedeltas
import time:      3116 |       6697 |                                                   pandas.core.indexes.datetimelike
import time:       588 |        588 |                                                   pandas.core.tools.times
import time:      3708 |      10993 |                                                 pandas.core.indexes.datetimes
import time:      4584 |       4584 |                                                   pandas.core.indexes.multi
import time:      1247 |       1247 |                                                   pandas.core.indexes.timedeltas
import time:      3725 |       9555 |                                                 pandas.core.indexes.interval
import time:      2721 |       2721 |                                                 pandas.core.indexes.period
import time:      2370 |      56383 |                                               pandas.core.indexes.api
import time:      4302 |      61521 |                                             pandas.core.indexing
import time:       539 |        539 |                                             pandas.core.sample
import time:       391 |        391 |                                             pandas.core.array_algos.replace
import time:      2969 |       2969 |                                                 pandas.core.internals.blocks
import time:       890 |       3859 |                                               pandas.core.internals.api
import time:      1410 |       1410 |                                                 pandas.core.internals.base
import time:      1340 |       1340 |                                                   pandas.core.internals.ops
import time:      3164 |       4504 |                                                 pandas.core.internals.managers
import time:      2395 |       8308 |                                               pandas.core.internals.array_manager
import time:      1015 |       1015 |                                               pandas.core.internals.concat
import time:       819 |      14000 |                                             pandas.core.internals
import time:      1108 |       1108 |                                             pandas.core.internals.construction
import time:       521 |        521 |                                               pandas.core.methods
import time:       231 |        231 |                                                 pandas.core.reshape
import time:      1333 |       1563 |                                               pandas.core.reshape.concat
import time:       614 |        614 |                                                   pandas.core.shared_docs
import time:      6227 |       6841 |                                                 pandas.io.common
import time:      4944 |      11784 |                                               pandas.io.formats.format
import time:      1261 |      15128 |                                             pandas.core.methods.describe
import time:       318 |        318 |                                                   pandas._libs.window
import time:      1861 |       2178 |                                                 pandas._libs.window.aggregations
import time:      1018 |       1018 |                                                   pandas._libs.window.indexers
import time:      1608 |       2626 |                                                 pandas.core.indexers.objects
import time:       640 |        640 |                                                 pandas.core.util.numba_
import time:       432 |        432 |                                                 pandas.core.window.common
import time:       488 |        488 |                                                 pandas.core.window.doc
import time:       446 |        446 |                                                 pandas.core.window.numba_
import time:       345 |        345 |                                                 pandas.core.window.online
import time:      5977 |       5977 |                                                 pandas.core.window.rolling
import time:      3959 |      17086 |                                               pandas.core.window.ewm
import time:      3806 |       3806 |                                               pandas.core.window.expanding
import time:      1095 |      21985 |                                             pandas.core.window
import time:     24766 |     139434 |                                           pandas.core.generic
import time:      1359 |       1359 |                                           pandas.core.methods.selectn
import time:       433 |        433 |                                             pandas.core.reshape.util
import time:       786 |        786 |                                             pandas.core.tools.numeric
import time:      1619 |       2837 |                                           pandas.core.reshape.melt
import time:      1475 |       1475 |                                             pandas._libs.reshape
import time:      2385 |       2385 |                                             pandas.core.indexes.accessors
import time:       364 |        364 |                                               pandas.arrays
import time:      2329 |       2692 |                                             pandas.core.tools.datetimes
import time:      3056 |       3056 |                                             pandas.io.formats.info
import time:      2639 |       2639 |                                               pandas.plotting._core
import time:      1833 |       1833 |                                               pandas.plotting._misc
import time:       970 |       5441 |                                             pandas.plotting
import time:     11458 |      26505 |                                           pandas.core.series
import time:     23006 |     193138 |                                         pandas.core.frame
import time:      4553 |       4553 |                                         pandas.core.groupby.base
import time:      3810 |       3810 |                                           pandas._libs.groupby
import time:       433 |        433 |                                             pandas.core.groupby.categorical
import time:      2841 |       3273 |                                           pandas.core.groupby.grouper
import time:      3141 |      10223 |                                         pandas.core.groupby.ops
import time:       603 |        603 |                                           pandas.core.groupby.numba_
import time:      1305 |       1305 |                                           pandas.core.groupby.indexing
import time:      8459 |      10366 |                                         pandas.core.groupby.groupby
import time:      7205 |     231511 |                                       pandas.core.groupby.generic
import time:       635 |     232146 |                                     pandas.core.groupby
import time:      1319 |     582832 |                                   pandas.core.api
import time:       733 |        733 |                                   pandas.tseries.api
import time:       243 |        243 |                                           pandas.core.computation.common
import time:       707 |        949 |                                         pandas.core.computation.align
import time:       732 |        732 |                                           pandas.core.computation.scope
import time:      1751 |       2483 |                                         pandas.core.computation.ops
import time:       655 |       4086 |                                       pandas.core.computation.engines
import time:       342 |        342 |                                         pandas.core.computation.parsing
import time:      3368 |       3709 |                                       pandas.core.computation.expr
import time:       781 |       8575 |                                     pandas.core.computation.eval
import time:       485 |       9060 |                                   pandas.core.computation.api
import time:       549 |        549 |                                     pandas.core.reshape.encoding
import time:      3486 |       3486 |                                     pandas.core.reshape.merge
import time:      2992 |       2992 |                                     pandas.core.reshape.pivot
import time:      1030 |       1030 |                                     pandas.core.reshape.tile
import time:      1274 |       9330 |                                   pandas.core.reshape.api
import time:       552 |        552 |                                     pandas.api.extensions
import time:       450 |        450 |                                     pandas.api.indexers
import time:       191 |        191 |                                         pandas.core.interchange
import time:      5460 |       5651 |                                       pandas.core.interchange.dataframe_protocol
import time:       948 |        948 |                                         pandas.core.interchange.utils
import time:      1084 |       2032 |                                       pandas.core.interchange.from_dataframe
import time:       484 |       8166 |                                     pandas.api.interchange
import time:       361 |        361 |                                       pandas.core.dtypes.api
import time:       609 |        970 |                                     pandas.api.types
import time:      4938 |       4938 |                                       pandas.core.resample
import time:       962 |        962 |                                             pandas._libs.json
import time:     10022 |      10022 |                                             pandas.io.json._normalize
import time:      1291 |       1291 |                                             pandas.io.json._table_schema
import time:     10152 |      10152 |                                                   pandas._libs.parsers
import time:    290669 |     290669 |                                                     pandas.io.parsers.base_parser
import time:      1218 |     291887 |                                                   pandas.io.parsers.arrow_parser_wrapper
import time:      1233 |       1233 |                                                   pandas.io.parsers.c_parser_wrapper
import time:      1898 |       1898 |                                                   pandas.io.parsers.python_parser
import time:      7090 |     312258 |                                                 pandas.io.parsers.readers
import time:       704 |     312962 |                                               pandas.io.parsers
import time:       136 |     313097 |                                             pandas.io.parsers.readers
import time:      6020 |     331391 |                                           pandas.io.json._json
import time:       651 |     332041 |                                         pandas.io.json
import time:       143 |     332184 |                                       pandas.io.json._json
import time:      4852 |       4852 |                                       pandas.io.stata
import time:       949 |     342921 |                                     pandas.api.typing
import time:      1058 |     354115 |                                   pandas.api
import time:       642 |        642 |                                         pandas._testing.contexts
import time:       559 |       1201 |                                       pandas._testing._io
import time:       403 |        403 |                                       pandas._testing._warnings
import time:      1168 |       1168 |                                         pandas._libs.testing
import time:      1132 |       2299 |                                       pandas._testing.asserters
import time:       655 |        655 |                                       pandas._testing.compat
import time:      2065 |       6620 |                                     pandas._testing
import time:       502 |       7122 |                                   pandas.testing
import time:      1093 |       1093 |                                   pandas.util._print_versions
import time:       582 |        582 |                                     pandas.io.clipboards
import time:       537 |        537 |                                         pandas.io.excel._util
import time:       908 |        908 |                                         pandas.io.excel._calamine
import time:       940 |        940 |                                         pandas.io.excel._odfreader
import time:      1547 |       1547 |                                         pandas.io.excel._openpyxl
import time:       584 |        584 |                                         pandas.io.excel._pyxlsb
import time:       817 |        817 |                                         pandas.io.excel._xlrd
import time:      4233 |       9563 |                                       pandas.io.excel._base
import time:       700 |        700 |                                       pandas.io.excel._odswriter
import time:       604 |        604 |                                       pandas.io.excel._xlsxwriter
import time:       673 |      11538 |                                     pandas.io.excel
import time:       594 |        594 |                                     pandas.io.feather_format
import time:       408 |        408 |                                     pandas.io.gbq
import time:      2207 |       2207 |                                     pandas.io.html
import time:       464 |        464 |                                     pandas.io.orc
import time:      1416 |       1416 |                                     pandas.io.parquet
import time:       698 |        698 |                                       pandas.compat.pickle_compat
import time:       899 |       1596 |                                     pandas.io.pickle
import time:      1336 |       1336 |                                       pandas.core.computation.pytables
import time:      5635 |       6970 |                                     pandas.io.pytables
import time:       890 |        890 |                                       pandas.io.sas.sasreader
import time:       520 |       1410 |                                     pandas.io.sas
import time:       369 |        369 |                                     pandas.io.spss
import time:      2597 |       2597 |                                     pandas.io.sql
import time:      1996 |       1996 |                                     pandas.io.xml
import time:      1812 |      33952 |                                   pandas.io.api
import time:       457 |        457 |                                   pandas.util._tester
import time:       431 |        431 |                                   pandas._version_meson
import time:      2754 |    1092529 |                                 pandas
import time:       422 |        422 |                                   sklearn.externals._packaging
import time:       332 |        332 |                                   sklearn.externals._packaging._structures
import time:      3636 |       4389 |                                 sklearn.externals._packaging.version
import time:      3572 |       3572 |                                   threadpoolctl
import time:       913 |       4484 |                                 sklearn.utils.parallel
import time:      1772 |    2820113 |                               sklearn.utils.fixes
import time:      2018 |    3027828 |                             sklearn.utils._array_api
import time:      1092 |       1092 |                               sklearn._cyutility
import time:      1861 |       2953 |                             sklearn.utils._isfinite
import time:      8189 |       8189 |                             sklearn.utils._tags
import time:      1965 |    3110520 |                           sklearn.utils.validation
import time:      2185 |    3488763 |                         sklearn.utils._param_validation
import time:      1052 |    3489815 |                       sklearn.utils._chunking
import time:      1499 |       1499 |                           sklearn.utils.deprecation
import time:      1722 |       1722 |                             sklearn.utils.sparsefuncs_fast
import time:      1527 |       3249 |                           sklearn.utils.sparsefuncs
import time:      2203 |       6949 |                         sklearn.utils.extmath
import time:      1363 |       8311 |                       sklearn.utils._indexing
import time:       470 |        470 |                         sklearn.utils._missing
import time:       707 |       1176 |                       sklearn.utils._mask
import time:       556 |        556 |                         sklearn.utils._repr_html
import time:       960 |       1516 |                       sklearn.utils._repr_html.base
import time:      1607 |       1607 |                       sklearn.utils._repr_html.estimator
import time:       503 |        503 |                       sklearn.utils.class_weight
import time:       486 |        486 |                       sklearn.utils.discovery
import time:      1145 |       1145 |                       sklearn.utils.murmurhash
import time:      2798 |    3510985 |                     sklearn.utils
import time:       467 |    3511451 |                   sklearn.utils._metadata_requests
import time:       223 |        223 |                     sklearn.externals._numpydoc
import time:      2761 |       2761 |                     sklearn.externals._numpydoc.docscrape
import time:      1352 |       4336 |                   sklearn.utils._repr_html.params
import time:       379 |        379 |                     sklearn.utils._available_if
import time:      1295 |       1674 |                   sklearn.utils._set_output
import time:      2674 |    3521076 |                 sklearn.base
import time:      1153 |       1153 |                   sklearn.utils._openmp_helpers
import time:       630 |       1782 |                 sklearn.utils._show_versions
import time:      1848 |    3527355 |               sklearn
import time:       387 |        387 |                 sklearn.metrics.cluster._bicluster
import time:       827 |        827 |                   sklearn.metrics.cluster._expected_mutual_info_fast
import time:       473 |        473 |                     sklearn.utils._unique
import time:       941 |       1413 |                   sklearn.utils.multiclass
import time:      3587 |       5826 |                 sklearn.metrics.cluster._supervised
import time:      2218 |       2218 |                         sklearn.metrics._dist_metrics
import time:      1699 |       1699 |                             sklearn.metrics._pairwise_distances_reduction._datasets_pair
import time:      2694 |       2694 |                             sklearn.utils._cython_blas
import time:      1822 |       6214 |                           sklearn.metrics._pairwise_distances_reduction._base
import time:      1454 |       1454 |                           sklearn.metrics._pairwise_distances_reduction._middle_term_computer
import time:       594 |        594 |                           sklearn.utils._heap
import time:       484 |        484 |                           sklearn.utils._sorting
import time:      1907 |      10650 |                         sklearn.metrics._pairwise_distances_reduction._argkmin
import time:      1147 |       1147 |                         sklearn.metrics._pairwise_distances_reduction._argkmin_classmode
import time:      1162 |       1162 |                           sklearn.utils._vector_sentinel
import time:      1363 |       2524 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors
import time:      1085 |       1085 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode
import time:      1512 |      19133 |                       sklearn.metrics._pairwise_distances_reduction._dispatcher
import time:       699 |      19832 |                     sklearn.metrics._pairwise_distances_reduction
import time:      1127 |       1127 |                     sklearn.metrics._pairwise_fast
import time:      1567 |       1567 |                           sklearn.utils._encode
import time:      2581 |       4147 |                         sklearn.preprocessing._encoders
import time:      7547 |      11694 |                       sklearn.preprocessing._data
import time:       392 |        392 |                         sklearn.utils.stats
import time:      1931 |       2323 |                       sklearn.preprocessing._discretization
import time:       734 |        734 |                         sklearn.utils.metaestimators
import time:      2436 |       3169 |                       sklearn.preprocessing._function_transformer
import time:      3441 |       3441 |                       sklearn.preprocessing._label
import time:      1276 |       1276 |                         sklearn.preprocessing._csr_polynomial_expansion
import time:      3346 |       4622 |                       sklearn.preprocessing._polynomial
import time:      3406 |       3406 |                         sklearn.preprocessing._target_encoder_fast
import time:      2661 |       6066 |                       sklearn.preprocessing._target_encoder
import time:      2821 |      34133 |                     sklearn.preprocessing
import time:      2715 |      57806 |                   sklearn.metrics.pairwise
import time:       940 |      58745 |                 sklearn.metrics.cluster._unsupervised
import time:       755 |      65712 |               sklearn.metrics.cluster
import time:      5522 |       5522 |               sklearn.metrics._classification
import time:       412 |        412 |                 sklearn.metrics._plot
import time:       420 |        420 |                 sklearn.utils._optional_dependencies
import time:       348 |        348 |                   sklearn.utils._response
import time:       854 |       1202 |                 sklearn.utils._plotting
import time:      1381 |       3414 |               sklearn.metrics._plot.confusion_matrix
import time:       392 |        392 |                   sklearn.metrics._base
import time:      1636 |       2028 |                 sklearn.metrics._ranking
import time:       597 |       2624 |               sklearn.metrics._plot.det_curve
import time:       617 |        617 |               sklearn.metrics._plot.precision_recall_curve
import time:       410 |        410 |               sklearn.metrics._plot.regression
import time:       480 |        480 |               sklearn.metrics._plot.roc_curve
import time:      1292 |       1292 |               sklearn.metrics._regression
import time:     10588 |      10588 |               sklearn.metrics._scorer
import time:      1559 |    3619569 |             sklearn.metrics
import time:      5163 |       5163 |             transformers.generation.logits_process
import time:      2387 |    3627118 |           transformers.generation.candidate_generator
import time:      6622 |       6622 |           transformers.generation.configuration_utils
import time:       229 |        229 |                 opentelemetry
import time:      1509 |       1737 |               transformers.utils.metrics
import time:      4892 |       4892 |                 transformers.generation.continuous_batching.requests
import time:       777 |       5669 |               transformers.generation.continuous_batching.cache_manager
import time:      1199 |       8604 |             transformers.generation.continuous_batching.cache
import time:       711 |        711 |               transformers.generation.continuous_batching.scheduler
import time:      4197 |       4907 |             transformers.generation.continuous_batching.continuous_api
import time:       778 |      14288 |           transformers.generation.continuous_batching
import time:      4142 |       4142 |           transformers.generation.stopping_criteria
import time:     15415 |    5277730 |         transformers.models.auto.auto_factory
import time:      2200 |       2200 |           transformers.audio_utils
import time:      4314 |       4314 |           transformers.feature_extraction_utils
import time:      1151 |       1151 |                 PIL.GimpGradientFile
import time:       652 |        652 |                 PIL.GimpPaletteFile
import time:      1401 |       1401 |                 PIL.ImageColor
import time:       516 |        516 |                 PIL.PaletteFile
import time:      1908 |       5626 |               PIL.ImagePalette
import time:      1621 |       7247 |             PIL.ImageOps
import time:     11820 |      19066 |           transformers.image_utils
import time:      2520 |       2520 |             transformers.image_transforms
import time:      5444 |       7964 |           transformers.video_utils
import time:       997 |        997 |           transformers.utils.deprecation
import time:      2923 |       2923 |             huggingface_hub.serialization._base
import time:       900 |        900 |             huggingface_hub.serialization._tensorflow
import time:      2558 |       2558 |             huggingface_hub.serialization._torch
import time:       603 |        603 |             transformers.distributed
import time:       855 |        855 |             transformers.integrations.accelerate
import time:       600 |        600 |             transformers.integrations.eager_paged
import time:       578 |        578 |             transformers.integrations.flash_paged
import time:      1370 |       1370 |             transformers.integrations.flex_attention
import time:       549 |        549 |             transformers.integrations.sdpa_attention
import time:      1059 |       1059 |             transformers.integrations.sdpa_paged
import time:      3012 |       3012 |             transformers.integrations.tensor_parallel
import time:       487 |        487 |               transformers.loss
import time:      1426 |       1426 |                 transformers.loss.loss_for_object_detection
import time:      2117 |       2117 |                 transformers.loss.loss_rt_detr
import time:      1323 |       4865 |               transformers.loss.loss_d_fine
import time:      1175 |       1175 |               transformers.loss.loss_deformable_detr
import time:      1170 |       1170 |               transformers.loss.loss_grounding_dino
import time:      1716 |       9411 |             transformers.loss.loss_utils
import time:     24940 |      24940 |                 transformers.utils.quantization_config
import time:       622 |        622 |                   transformers.quantizers.quantizers_utils
import time:      1647 |       2269 |                 transformers.quantizers.base
import time:      1103 |       1103 |                 transformers.quantizers.quantizer_aqlm
import time:       563 |        563 |                 transformers.quantizers.quantizer_auto_round
import time:       738 |        738 |                 transformers.quantizers.quantizer_awq
import time:       715 |        715 |                 transformers.quantizers.quantizer_bitnet
import time:       927 |        927 |                 transformers.quantizers.quantizer_bnb_4bit
import time:       872 |        872 |                 transformers.quantizers.quantizer_bnb_8bit
import time:       759 |        759 |                 transformers.quantizers.quantizer_compressed_tensors
import time:       835 |        835 |                 transformers.quantizers.quantizer_eetq
import time:       868 |        868 |                 transformers.quantizers.quantizer_fbgemm_fp8
import time:       679 |        679 |                 transformers.quantizers.quantizer_finegrained_fp8
import time:       933 |        933 |                 transformers.quantizers.quantizer_fp_quant
import time:       869 |        869 |                 transformers.quantizers.quantizer_gptq
import time:      1074 |       1074 |                 transformers.quantizers.quantizer_higgs
import time:      1702 |       1702 |                 transformers.quantizers.quantizer_hqq
import time:       909 |        909 |                 transformers.quantizers.quantizer_mxfp4
import time:       688 |        688 |                 transformers.quantizers.quantizer_quanto
import time:       433 |        433 |                 transformers.quantizers.quantizer_quark
import time:       683 |        683 |                 transformers.quantizers.quantizer_spqr
import time:       883 |        883 |                 transformers.quantizers.quantizer_torchao
import time:       548 |        548 |                 transformers.quantizers.quantizer_vptq
import time:      4381 |      48360 |               transformers.quantizers.auto
import time:      1180 |      49540 |             transformers.quantizers
import time:      1183 |       1183 |             transformers.safetensors_conversion
import time:     19827 |      94961 |           transformers.modeling_utils
import time:     23790 |     153289 |         transformers.processing_utils
import time:     43655 |    5611213 |       transformers.modeling_layers
import time:       492 |        492 |         transformers.onnx
import time:      1404 |       1404 |         transformers.onnx.utils
import time:      4860 |       6755 |       transformers.models.clip.configuration_clip
import time:      1194 |       1194 |         transformers.image_processing_base
import time:      1255 |       2448 |       transformers.image_processing_utils
import time:      6399 |       6399 |       transformers.image_processing_utils_fast
import time:      2071 |       2071 |       transformers.video_processing_utils
import time:      1417 |       1417 |       transformers.models.auto.feature_extraction_auto
import time:      3289 |       3289 |         transformers.models.encoder_decoder
import time:       375 |        375 |           tokenizers.trainers
import time:      1893 |       2267 |         transformers.tokenization_utils_fast
import time:      4210 |       9766 |       transformers.models.auto.tokenization_auto
import time:       883 |        883 |       transformers.models.clip.tokenization_clip
import time:   1455612 |   15262261 |     src.embeddings.clip_encoder
import time:       974 |   15507081 |   src.embeddings
import time:        75 |   15507155 | src.embeddings.encoder
import time:       713 |        713 |               swig_runtime_data4
import time:     19442 |      20155 |             faiss._swigfaiss_avx2
import time:     38027 |      58181 |           faiss.swigfaiss_avx2
import time:      1167 |      59348 |         faiss.loader
import time:      2014 |       2014 |         faiss.class_wrappers
import time:       789 |        789 |         faiss.gpu_wrappers
import time:      1423 |       1423 |         faiss.array_conversions
import time:      1432 |       1432 |         faiss.extra_wrappers
import time:      8787 |      73790 |       faiss
import time:      1459 |      75248 |     src.index.faiss_index
import time:       460 |      75708 |   src.index
import time:        78 |      75786 | src.index.faiss_index
import time:       441 |        441 |             sentence_transformers.backend.utils
import time:       653 |       1093 |           sentence_transformers.backend.load
import time:       304 |        304 |           sentence_transformers.backend.optimize
import time:       519 |        519 |               sentence_transformers.util.decorators
import time:       293 |        293 |               sentence_transformers.util.distributed
import time:       331 |        331 |               sentence_transformers.util.environment
import time:       464 |        464 |               sentence_transformers.util.file_io
import time:      1413 |       1413 |               sentence_transformers.util.hard_negatives
import time:      1206 |       1206 |               sentence_transformers.util.misc
import time:       397 |        397 |                   sentence_transformers.util.tensor
import time:       648 |       1044 |                 sentence_transformers.util.similarity
import time:       730 |       1774 |               sentence_transformers.util.retrieval
import time:      1094 |       7089 |             sentence_transformers.util
import time:       700 |       7789 |           sentence_transformers.backend.quantize
import time:       708 |       9892 |         sentence_transformers.backend
